,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team,wwages,awages,age
1572,2020-11-29,18:00,Bundesliga,Matchweek 9,Sun,Away,D,1,1,Mainz 05,1.1,1.6,64.0,,Oliver Baumann,4-1-2-1-2◆,Sascha Stegemann,Match Report,,10.0,4.0,14.7,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1573,2020-12-07,20:30,Bundesliga,Matchweek 10,Mon,Home,W,3,1,Augsburg,1.5,0.9,55.0,,Oliver Baumann,4-1-2-1-2◆,Florian Badstübner,Match Report,,10.0,7.0,15.5,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1574,2020-12-13,18:00,Bundesliga,Matchweek 11,Sun,Away,L,1,4,Leverkusen,1.6,2.2,40.0,,Oliver Baumann,4-1-3-2,Martin Petersen,Match Report,,11.0,4.0,18.6,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1575,2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Home,L,0,1,RB Leipzig,0.6,0.5,45.0,,Oliver Baumann,4-2-3-1,Daniel Schlager,Match Report,,6.0,2.0,10.0,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1576,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,1,M'Gladbach,2.1,1.9,52.0,,Oliver Baumann,4-2-3-1,Frank Willenborg,Match Report,,16.0,5.0,16.1,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1577,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Home,L,1,3,Freiburg,1.2,2.0,69.0,,Oliver Baumann,4-2-3-1,Robert Hartmann,Match Report,,15.0,6.0,17.2,2.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1578,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,4,Schalke 04,1.9,2.0,60.0,,Oliver Baumann,3-4-3,Felix Zwayer,Match Report,,19.0,4.0,20.1,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1579,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Home,D,0,0,Arminia,0.6,0.7,53.0,,Oliver Baumann,3-5-2,Marco Fritz,Match Report,,12.0,5.0,19.2,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1580,2021-01-19,20:30,Bundesliga,Matchweek 17,Tue,Away,W,3,0,Hertha BSC,1.3,1.7,43.0,,Oliver Baumann,3-5-2,Harm Osmers,Match Report,,11.0,6.0,18.1,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1581,2021-01-24,18:00,Bundesliga,Matchweek 18,Sun,Home,W,3,0,Köln,2.1,2.1,45.0,,Oliver Baumann,3-5-2,Sven Jablonski,Match Report,,11.0,2.0,22.8,1.0,2.0,2.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1582,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,4,Bayern Munich,1.9,2.0,40.0,,Oliver Baumann,3-5-2,Benjamin Cortus,Match Report,,16.0,5.0,14.6,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1583,2021-02-07,15:30,Bundesliga,Matchweek 20,Sun,Home,L,1,3,Eint Frankfurt,0.9,1.3,47.0,,Oliver Baumann,3-5-2,Daniel Siebert,Match Report,,8.0,1.0,15.4,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1584,2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Dortmund,2.6,1.7,46.0,,Oliver Baumann,5-3-2,Bastian Dankert,Match Report,,13.0,6.0,13.8,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1585,2021-02-21,18:00,Bundesliga,Matchweek 22,Sun,Home,W,4,0,Werder Bremen,2.3,0.1,51.0,,Oliver Baumann,3-4-1-2,Robert Schröder,Match Report,,12.0,6.0,17.6,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1586,2021-02-28,13:30,Bundesliga,Matchweek 23,Sun,Away,D,1,1,Union Berlin,1.3,1.0,54.0,,Oliver Baumann,3-4-1-2,Tobias Stieler,Match Report,,14.0,2.0,17.6,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1587,2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Home,W,2,1,Wolfsburg,1.1,2.4,39.0,,Oliver Baumann,3-4-1-2,Markus Schmidt,Match Report,,9.0,4.0,17.3,2.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1588,2021-03-14,18:00,Bundesliga,Matchweek 25,Sun,Away,L,0,2,Stuttgart,1.2,0.9,57.0,,Oliver Baumann,3-4-1-2,Christian Dingert,Match Report,,16.0,5.0,18.7,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1589,2021-03-21,13:30,Bundesliga,Matchweek 26,Sun,Home,L,1,2,Mainz 05,1.3,2.6,63.0,,Oliver Baumann,3-4-1-2,Marco Fritz,Match Report,,8.0,2.0,19.5,1.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1590,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,2,Augsburg,0.9,0.6,69.0,,Oliver Baumann,3-4-1-2,Guido Winkmann,Match Report,,15.0,5.0,17.3,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1591,2021-04-12,20:30,Bundesliga,Matchweek 28,Mon,Home,D,0,0,Leverkusen,0.1,0.3,46.0,,Oliver Baumann,3-1-4-2,Matthias Jöllenbeck,Match Report,,2.0,0.0,17.3,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1592,2021-04-16,20:30,Bundesliga,Matchweek 29,Fri,Away,D,0,0,RB Leipzig,0.3,1.4,37.0,,Oliver Baumann,4-2-3-1,Manuel Gräfe,Match Report,,5.0,0.0,16.2,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1593,2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Home,W,3,2,M'Gladbach,2.3,0.9,55.0,,Oliver Baumann,4-3-3,Daniel Siebert,Match Report,,19.0,6.0,16.2,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1594,2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Away,D,1,1,Freiburg,1.4,1.6,51.0,,Oliver Baumann,4-2-3-1,Manuel Gräfe,Match Report,,17.0,4.0,20.9,2.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1595,2021-05-08,15:30,Bundesliga,Matchweek 32,Sat,Home,W,4,2,Schalke 04,1.7,1.0,62.0,,Oliver Baumann,4-2-3-1,Guido Winkmann,Match Report,,21.0,12.0,18.6,2.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1596,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Away,D,1,1,Arminia,1.6,1.9,59.0,,Andrej Kramarić,4-2-3-1,Daniel Schlager,Match Report,,7.0,3.0,15.7,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1597,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Hertha BSC,2.4,1.6,57.0,100.0,Andrej Kramarić,4-2-3-1,Frank Willenborg,Match Report,,21.0,4.0,18.0,0.0,0.0,0.0,2021,Hoffenheim,824423.0,42870000.0,25.7
1598,2020-09-20,15:30,Bundesliga,Matchweek 1,Sun,Away,L,1,3,RB Leipzig,1.2,2.8,28.0,8500.0,Danny Latza,4-2-3-1,Manuel Gräfe,Match Report,,9.0,1.0,15.3,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1599,2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,L,1,4,Stuttgart,1.3,2.6,49.0,3403.0,Danny Latza,4-2-3-1,Daniel Schlager,Match Report,,12.0,2.0,19.6,2.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1600,2020-10-02,20:30,Bundesliga,Matchweek 3,Fri,Away,L,0,4,Union Berlin,0.3,2.5,50.0,4400.0,Danny Latza,4-2-3-1,Sascha Stegemann,Match Report,,5.0,0.0,20.1,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1601,2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,1,Leverkusen,0.3,0.5,39.0,250.0,Danny Latza,4-2-3-1,Bastian Dankert,Match Report,,6.0,0.0,21.9,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1602,2020-10-24,15:30,Bundesliga,Matchweek 5,Sat,Home,L,2,3,M'Gladbach,1.9,3.0,40.0,100.0,Danny Latza,4-2-3-1,Frank Willenborg,Match Report,,15.0,7.0,17.5,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1603,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Away,L,1,3,Augsburg,1.0,1.9,50.0,,Danny Latza,4-2-3-1,Marco Fritz,Match Report,,9.0,4.0,17.4,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1604,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Home,D,2,2,Schalke 04,3.7,1.9,33.0,,Danny Latza,4-2-3-1,Patrick Ittrich,Match Report,,11.0,5.0,20.1,1.0,2.0,2.0,2021,Mainz 05,445769.0,23180000.0,25.8
1605,2020-11-22,15:30,Bundesliga,Matchweek 8,Sun,Away,W,3,1,Freiburg,2.9,2.0,29.0,,Moussa Niakhate,3-5-2,Martin Petersen,Match Report,,20.0,8.0,19.2,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1606,2020-11-29,18:00,Bundesliga,Matchweek 9,Sun,Home,D,1,1,Hoffenheim,1.6,1.1,36.0,,Moussa Niakhate,3-4-3,Sascha Stegemann,Match Report,,9.0,3.0,12.3,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1607,2020-12-05,15:30,Bundesliga,Matchweek 10,Sat,Away,L,1,2,Arminia,2.8,1.2,52.0,,Moussa Niakhate,3-4-3,Marco Fritz,Match Report,,15.0,5.0,15.0,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1608,2020-12-12,15:30,Bundesliga,Matchweek 11,Sat,Home,L,0,1,Köln,1.7,0.8,60.0,,Danny Latza,3-4-3,Felix Zwayer,Match Report,,15.0,4.0,16.6,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1609,2020-12-15,20:30,Bundesliga,Matchweek 12,Tue,Away,D,0,0,Hertha BSC,0.8,0.8,36.0,,Moussa Niakhate,5-3-2,Matthias Jöllenbeck,Match Report,,5.0,0.0,15.4,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1610,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Home,L,0,1,Werder Bremen,0.5,1.0,44.0,,Moussa Niakhate,3-1-4-2,Guido Winkmann,Match Report,,8.0,1.0,19.0,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1611,2021-01-03,18:00,Bundesliga,Matchweek 14,Sun,Away,L,2,5,Bayern Munich,1.3,4.3,28.0,,Danny Latza,4-1-2-1-2◆,Markus Schmidt,Match Report,,12.0,7.0,20.1,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1612,2021-01-09,15:30,Bundesliga,Matchweek 15,Sat,Home,L,0,2,Eint Frankfurt,0.8,2.3,41.0,,Danny Latza,4-2-3-1,Bastian Dankert,Match Report,,9.0,1.0,20.1,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1613,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Away,D,1,1,Dortmund,0.6,2.3,28.0,,Danny Latza,5-3-2,Sven Jablonski,Match Report,,9.0,3.0,16.6,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1614,2021-01-19,20:30,Bundesliga,Matchweek 17,Tue,Home,L,0,2,Wolfsburg,0.7,1.1,38.0,,Danny Latza,3-5-2,Sören Storks,Match Report,,8.0,0.0,19.5,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1615,2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,W,3,2,RB Leipzig,1.8,1.5,32.0,,Danny Latza,3-4-1-2,Christian Dingert,Match Report,,9.0,4.0,11.8,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1616,2021-01-29,20:30,Bundesliga,Matchweek 19,Fri,Away,L,0,2,Stuttgart,0.4,0.9,48.0,,Danny Latza,3-4-3,Frank Willenborg,Match Report,,9.0,2.0,22.6,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1617,2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,W,1,0,Union Berlin,2.0,1.2,43.0,,Danny Latza,3-4-1-2,Sascha Stegemann,Match Report,,9.0,4.0,17.1,0.0,1.0,1.0,2021,Mainz 05,445769.0,23180000.0,25.8
1618,2021-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,D,2,2,Leverkusen,2.6,1.4,31.0,,Danny Latza,3-4-1-2,Guido Winkmann,Match Report,,19.0,5.0,14.7,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1619,2021-02-20,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,1,M'Gladbach,0.6,0.9,32.0,,Danny Latza,3-4-1-2,Markus Schmidt,Match Report,,8.0,6.0,19.5,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1620,2021-02-28,15:30,Bundesliga,Matchweek 23,Sun,Home,L,0,1,Augsburg,0.9,1.1,62.0,,Danny Latza,3-4-1-2,Daniel Schlager,Match Report,,11.0,6.0,18.0,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1621,2021-03-05,20:30,Bundesliga,Matchweek 24,Fri,Away,D,0,0,Schalke 04,0.9,0.2,51.0,,Danny Latza,3-5-2,Felix Brych,Match Report,,19.0,2.0,21.2,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1622,2021-03-13,15:30,Bundesliga,Matchweek 25,Sat,Home,W,1,0,Freiburg,1.8,0.9,48.0,,Moussa Niakhate,3-4-3,Benjamin Cortus,Match Report,,11.0,7.0,15.6,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1623,2021-03-21,13:30,Bundesliga,Matchweek 26,Sun,Away,W,2,1,Hoffenheim,2.6,1.3,37.0,,Moussa Niakhate,3-4-3,Marco Fritz,Match Report,,15.0,7.0,14.1,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1624,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,D,1,1,Arminia,2.1,0.5,58.0,,Moussa Niakhate,3-5-2,Deniz Aytekin,Match Report,,10.0,4.0,16.9,1.0,1.0,1.0,2021,Mainz 05,445769.0,23180000.0,25.8
1625,2021-04-11,18:00,Bundesliga,Matchweek 28,Sun,Away,W,3,2,Köln,1.6,2.4,38.0,,Moussa Niakhate,3-4-3,Felix Brych,Match Report,,9.0,5.0,16.0,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1626,2021-04-21,20:30,Bundesliga,Matchweek 30,Wed,Away,W,1,0,Werder Bremen,1.7,1.2,35.0,,Moussa Niakhate,3-5-2,Marco Fritz,Match Report,,14.0,5.0,17.4,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1627,2021-04-24,15:30,Bundesliga,Matchweek 31,Sat,Home,W,2,1,Bayern Munich,0.9,1.5,30.0,,Danny Latza,3-4-1-2,Harm Osmers,Match Report,,6.0,3.0,19.3,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1628,2021-05-03,18:00,Bundesliga,Matchweek 29,Mon,Home,D,1,1,Hertha BSC,2.8,1.4,56.0,,Moussa Niakhate,3-1-4-2,Sascha Stegemann,Match Report,,16.0,9.0,15.3,1.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1629,2021-05-09,15:30,Bundesliga,Matchweek 32,Sun,Away,D,1,1,Eint Frankfurt,0.7,0.8,27.0,,Moussa Niakhate,3-4-3,Felix Brych,Match Report,,6.0,3.0,21.4,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1630,2021-05-16,18:00,Bundesliga,Matchweek 33,Sun,Home,L,1,3,Dortmund,1.5,1.6,35.0,,Danny Latza,3-1-4-2,Harm Osmers,Match Report,,10.0,4.0,20.2,0.0,1.0,1.0,2021,Mainz 05,445769.0,23180000.0,25.8
1631,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,W,3,2,Wolfsburg,1.9,1.2,40.0,,Moussa Niakhate,3-1-4-2,Bastian Dankert,Match Report,,16.0,7.0,13.8,0.0,0.0,0.0,2021,Mainz 05,445769.0,23180000.0,25.8
1632,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,3,1,Union Berlin,1.5,1.2,41.0,4600.0,Jeffrey Gouweleeuw,4-2-3-1,Marco Fritz,Match Report,,9.0,5.0,15.7,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1633,2020-09-26,15:30,Bundesliga,Matchweek 2,Sat,Home,W,2,0,Dortmund,1.2,1.8,21.0,6000.0,Jeffrey Gouweleeuw,4-2-2-2,Martin Petersen,Match Report,,6.0,4.0,13.3,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1634,2020-10-04,15:30,Bundesliga,Matchweek 3,Sun,Away,D,0,0,Wolfsburg,1.2,1.0,36.0,4632.0,Jeffrey Gouweleeuw,4-4-2,Felix Zwayer,Match Report,,8.0,1.0,18.5,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1635,2020-10-17,15:30,Bundesliga,Matchweek 4,Sat,Home,L,0,2,RB Leipzig,1.0,2.1,33.0,,Jeffrey Gouweleeuw,4-4-2,Felix Brych,Match Report,,5.0,2.0,16.5,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1636,2020-10-26,20:30,Bundesliga,Matchweek 5,Mon,Away,L,1,3,Leverkusen,0.3,2.4,34.0,,Jeffrey Gouweleeuw,4-4-2,Sören Storks,Match Report,,6.0,3.0,18.8,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1637,2020-10-31,15:30,Bundesliga,Matchweek 6,Sat,Home,W,3,1,Mainz 05,1.9,1.0,50.0,,Jeffrey Gouweleeuw,4-4-2,Marco Fritz,Match Report,,13.0,6.0,14.4,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1638,2020-11-07,15:30,Bundesliga,Matchweek 7,Sat,Home,L,0,3,Hertha BSC,0.3,2.2,47.0,,Jeffrey Gouweleeuw,4-4-2,Frank Willenborg,Match Report,,8.0,1.0,25.7,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1639,2020-11-21,15:30,Bundesliga,Matchweek 8,Sat,Away,D,1,1,M'Gladbach,0.8,2.1,48.0,,Jeffrey Gouweleeuw,4-4-2,Markus Schmidt,Match Report,,9.0,5.0,21.7,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1640,2020-11-28,15:30,Bundesliga,Matchweek 9,Sat,Home,D,1,1,Freiburg,0.5,0.8,58.0,,Jeffrey Gouweleeuw,4-2-2-2,Robert Schröder,Match Report,,10.0,2.0,18.7,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1641,2020-12-07,20:30,Bundesliga,Matchweek 10,Mon,Away,L,1,3,Hoffenheim,0.9,1.5,45.0,,Jeffrey Gouweleeuw,4-2-2-2,Florian Badstübner,Match Report,,12.0,2.0,17.3,1.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1642,2020-12-13,15:30,Bundesliga,Matchweek 11,Sun,Home,D,2,2,Schalke 04,1.4,2.3,41.0,,Jeffrey Gouweleeuw,4-4-2,Manuel Gräfe,Match Report,,9.0,4.0,17.3,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1643,2020-12-16,20:30,Bundesliga,Matchweek 12,Wed,Away,W,1,0,Arminia,0.4,0.6,52.0,,Jeffrey Gouweleeuw,3-4-1-2,Patrick Ittrich,Match Report,,9.0,2.0,22.3,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1644,2020-12-19,15:30,Bundesliga,Matchweek 13,Sat,Home,L,0,2,Eint Frankfurt,1.6,2.2,46.0,,Jeffrey Gouweleeuw,4-4-2,Daniel Siebert,Match Report,,15.0,4.0,17.9,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1645,2021-01-02,15:30,Bundesliga,Matchweek 14,Sat,Away,W,1,0,Köln,1.4,0.6,55.0,,Jeffrey Gouweleeuw,3-4-3,Sören Storks,Match Report,,11.0,4.0,18.2,1.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1646,2021-01-10,15:30,Bundesliga,Matchweek 15,Sun,Home,L,1,4,Stuttgart,1.0,3.5,43.0,,Ohis Felix Uduokhai,3-4-3,Daniel Schlager,Match Report,,12.0,3.0,20.2,2.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1647,2021-01-16,15:30,Bundesliga,Matchweek 16,Sat,Away,L,0,2,Werder Bremen,0.8,1.3,51.0,,Jeffrey Gouweleeuw,3-4-3,Sascha Stegemann,Match Report,,6.0,0.0,12.7,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1648,2021-01-20,20:30,Bundesliga,Matchweek 17,Wed,Home,L,0,1,Bayern Munich,1.2,1.7,37.0,,Jeffrey Gouweleeuw,3-4-3,Matthias Jöllenbeck,Match Report,,8.0,0.0,21.7,1.0,0.0,1.0,2021,Augsburg,440769.0,22920000.0,27.0
1649,2021-01-23,15:30,Bundesliga,Matchweek 18,Sat,Home,W,2,1,Union Berlin,1.0,1.7,36.0,,Jeffrey Gouweleeuw,3-4-3,Felix Brych,Match Report,,8.0,4.0,17.2,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1650,2021-01-30,15:30,Bundesliga,Matchweek 19,Sat,Away,L,1,3,Dortmund,0.3,1.7,33.0,,Jeffrey Gouweleeuw,3-4-3,Patrick Ittrich,Match Report,,6.0,1.0,18.0,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1651,2021-02-06,15:30,Bundesliga,Matchweek 20,Sat,Home,L,0,2,Wolfsburg,0.6,2.1,46.0,,Jeffrey Gouweleeuw,4-2-3-1,Robert Hartmann,Match Report,,9.0,1.0,16.9,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1652,2021-02-12,20:30,Bundesliga,Matchweek 21,Fri,Away,L,1,2,RB Leipzig,1.0,2.1,40.0,,Jeffrey Gouweleeuw,5-4-1,Felix Zwayer,Match Report,,3.0,1.0,18.4,0.0,1.0,1.0,2021,Augsburg,440769.0,22920000.0,27.0
1653,2021-02-21,13:30,Bundesliga,Matchweek 22,Sun,Home,D,1,1,Leverkusen,1.0,0.5,27.0,,Jeffrey Gouweleeuw,4-2-3-1,Christian Dingert,Match Report,,6.0,3.0,17.4,2.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1654,2021-02-28,15:30,Bundesliga,Matchweek 23,Sun,Away,W,1,0,Mainz 05,1.1,0.9,38.0,,Jeffrey Gouweleeuw,4-2-3-1,Daniel Schlager,Match Report,,9.0,3.0,20.0,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1655,2021-03-06,15:30,Bundesliga,Matchweek 24,Sat,Away,L,1,2,Hertha BSC,0.7,2.5,35.0,,Jeffrey Gouweleeuw,4-2-3-1,Florian Badstübner,Match Report,,8.0,4.0,18.9,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1656,2021-03-12,20:30,Bundesliga,Matchweek 25,Fri,Home,W,3,1,M'Gladbach,1.4,3.1,36.0,,Jeffrey Gouweleeuw,4-2-3-1,Sven Jablonski,Match Report,,10.0,3.0,15.0,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1657,2021-03-21,18:00,Bundesliga,Matchweek 26,Sun,Away,L,0,2,Freiburg,1.0,1.8,43.0,,Jeffrey Gouweleeuw,4-4-2,Bastian Dankert,Match Report,,20.0,7.0,20.1,1.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1658,2021-04-03,15:30,Bundesliga,Matchweek 27,Sat,Home,W,2,1,Hoffenheim,0.6,0.9,31.0,,Jeffrey Gouweleeuw,4-2-2-2,Guido Winkmann,Match Report,,7.0,2.0,14.3,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1659,2021-04-11,15:30,Bundesliga,Matchweek 28,Sun,Away,L,0,1,Schalke 04,1.3,0.9,56.0,,Jeffrey Gouweleeuw,4-2-2-2,Harm Osmers,Match Report,,12.0,4.0,17.9,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1660,2021-04-17,15:30,Bundesliga,Matchweek 29,Sat,Home,D,0,0,Arminia,0.7,0.7,51.0,,Jeffrey Gouweleeuw,4-4-2,Markus Schmidt,Match Report,,10.0,3.0,20.6,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1661,2021-04-20,20:30,Bundesliga,Matchweek 30,Tue,Away,L,0,2,Eint Frankfurt,1.6,1.3,40.0,,Ohis Felix Uduokhai,3-4-3,Robert Schröder,Match Report,,14.0,4.0,18.4,1.0,0.0,1.0,2021,Augsburg,440769.0,22920000.0,27.0
1662,2021-04-23,20:30,Bundesliga,Matchweek 31,Fri,Home,L,2,3,Köln,1.9,1.8,53.0,,Jeffrey Gouweleeuw,4-4-2,Martin Petersen,Match Report,,13.0,4.0,11.8,1.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1663,2021-05-07,20:30,Bundesliga,Matchweek 32,Fri,Away,L,1,2,Stuttgart,2.2,1.7,43.0,,Jeffrey Gouweleeuw,4-4-2,Manuel Gräfe,Match Report,,21.0,9.0,18.5,0.0,0.0,0.0,2021,Augsburg,440769.0,22920000.0,27.0
1664,2021-05-15,15:30,Bundesliga,Matchweek 33,Sat,Home,W,2,0,Werder Bremen,1.5,0.9,33.0,,Jeffrey Gouweleeuw,4-2-3-1,Robert Schröder,Match Report,,12.0,4.0,17.9,0.0,1.0,1.0,2021,Augsburg,440769.0,22920000.0,27.0
1665,2021-05-22,15:30,Bundesliga,Matchweek 34,Sat,Away,L,2,5,Bayern Munich,2.0,4.4,30.0,250.0,Jeffrey Gouweleeuw,4-2-3-1,Markus Schmidt,Match Report,,8.0,3.0,20.5,0.0,0.0,1.0,2021,Augsburg,440769.0,22920000.0,27.0
1666,2020-09-19,15:30,Bundesliga,Matchweek 1,Sat,Away,W,4,1,Werder Bremen,1.8,0.7,55.0,8400.0,Niklas Stark,4-1-2-1-2◆,Sascha Stegemann,Match Report,,13.0,6.0,14.7,1.0,0.0,0.0,2021,Hertha BSC,795000.0,41340000.0,25.4
1667,2020-09-25,20:30,Bundesliga,Matchweek 2,Fri,Home,L,1,3,Eint Frankfurt,1.2,1.5,56.0,4000.0,Dedryck Boyata,4-1-2-1-2◆,Bastian Dankert,Match Report,,12.0,6.0,19.5,0.0,0.0,0.0,2021,Hertha BSC,795000.0,41340000.0,25.4
